hit_id,x,y,z,volume_id,layer_id,module_id
1,-24.229,-20.8122,-468.496,8,2,2
2,31.6729,6.16991,-466.77,8,2,9
3,3.77507,31.2764,-374.1,8,2,28
4,-2.39461,32.4684,-387.427,8,2,29
5,-9.98408,29.8148,-391.952,8,2,29
6,-15.971,27.8893,-398,8,2,30
7,-31.2497,4.24846,-394.351,8,2,32
8,-32.9665,-2.47005,-330.453,8,2,33
9,17.1878,-27.4663,-325.146,8,2,38
10,26.3154,18.4764,-331.08,8,2,42
11,3.83758,31.7688,-300.098,8,2,44
12,-31.7498,4.17428,-321.618,8,2,48
13,-31.7732,3.7591,-318.996,8,2,48
14,-18.9772,-25.7545,-232.049,8,2,51
15,-19.886,-25.3165,-228.921,8,2,51
16,16.3346,27.0279,-238.309,8,2,59
17,3.79396,31.2753,-262.976,8,2,60
18,-6.50117,31.0326,-230.1,8,2,61
19,-26.7814,-17.9546,-177.402,8,2,66
20,-24.2501,-20.7886,-191.662,8,2,66
21,-16.7255,-27.3891,-164.028,8,2,67
22,-18.0006,-26.7747,-171.857,8,2,67
23,10.1389,-30.2852,-180.864,8,2,69
24,5.21947,-32.0052,-159.77,8,2,69
25,16.2228,-28.3283,-183.536,8,2,70
26,24.5608,20.4408,-159.306,8,2,74
27,20.6597,25.4933,-162.9,8,2,75
28,-6.97229,-31.096,-114.742,8,2,84
29,7.67381,-30.6226,-89.795,8,2,85
30,5.13892,-31.5089,-122.071,8,2,85
31,24.1811,20.1226,-122.972,8,2,90
32,-6.51788,31.0267,-111.373,8,2,93
33,-6.03261,31.1964,-105.78,8,2,93
34,-32.0527,-5.08371,-38.4229,8,2,97
35,-28.2517,-16.3085,-21.5844,8,2,98
36,-26.8915,-17.8314,-23.0023,8,2,98
37,-17.4226,-27.0532,-33.3043,8,2,99
38,-15.051,-28.196,-47.0114,8,2,99
39,-4.92345,-31.7075,-33.0985,8,2,100
40,-9.5471,-31.4467,-48.1107,8,2,100
41,18.5609,-26.2399,-39.288,8,2,102
42,26.3166,-18.9511,-38.8675,8,2,103
43,28.4826,-14.4563,-39.9197,8,2,103
44,31.2526,-12.9879,-70.9156,8,2,104
45,31.5708,-7.3469,-7.57813,8,2,104
46,31.8513,-2.37487,-23.3118,8,2,104
47,31.3089,-11.9895,-7.74688,8,2,104
48,31.247,-13.0878,-49.2594,8,2,104
49,31.1441,7.68226,-36.3156,8,2,105
50,32.8819,2.71197,-24.856,8,2,105
51,32.441,3.97311,-23.053,8,2,105
52,30.4466,9.67738,-45.2286,8,2,105
53,24.8684,20.0963,-28.4502,8,2,106
54,28.6705,15.8396,-45.98,8,2,106
55,25.4456,23.1871,-55.5031,8,2,107
56,22.4277,24.6414,-69.6781,8,2,107
57,17.4279,27.0507,-70.9719,8,2,107
58,-9.7824,30.4098,-34.1094,8,2,109
59,-6.99342,31.385,-43.0725,8,2,109
60,-5.23926,31.9983,-41.3175,8,2,109
61,-5.27975,31.9841,-23.0435,8,2,109
62,-9.88123,30.3753,-34.749,8,2,109
63,-15.8831,28.6317,-34.5924,8,2,110
64,-19.4898,25.4102,-43.9535,8,2,110
65,-16.3057,28.2542,-35.2025,8,2,110
66,-16.5254,28.058,-20.5243,8,2,110
67,-19.6459,25.2707,-27.3934,8,2,110
68,-17.1025,-26.6579,32.7017,8,2,115
69,-17.9375,-26.2555,31.6301,8,2,115
70,6.87647,-30.9014,19.2172,8,2,117
71,9.6494,-29.9318,27.8489,8,2,117
72,16.4622,-27.4506,28.8333,8,2,118
73,16.8438,-27.1098,25.7603,8,2,118
74,15.6851,-28.1447,28.6693,8,2,118
75,26.7573,-16.8962,25.919,8,2,119
76,31.0923,-7.03787,25.9829,8,2,120
77,27.1679,16.7787,21.8199,8,2,122
78,5.22422,31.1946,19.8915,8,2,124
79,8.05517,31.035,51.3948,8,2,124
80,-6.52173,31.0254,28.2949,8,2,125
81,-19.5651,24.6791,50.0439,8,2,126
82,-16.1849,27.6982,22.7108,8,2,126
83,-19.5059,24.732,48.5846,8,2,126
84,-17.7982,26.2573,44.5314,8,2,126
85,-24.7316,21.1,52.5712,8,2,127
86,-24.6919,21.1823,51.1181,8,2,127
87,-26.8106,16.7856,30.5683,8,2,127
88,-31.3688,2.13753,52.1211,8,2,128
89,-31.1781,5.51803,30.341,8,2,128
90,-32.369,-4.17901,89.512,8,2,129
91,-27.2187,-17.465,90.9831,8,2,130
92,-3.5969,-31.7823,114.121,8,2,132
93,2.69113,-32.8892,118.654,8,2,133
94,16.6894,-27.9115,94.9549,8,2,134
95,nan,nan,nan,8,2,138
96,nan,nan,nan,8,2,140
97,nan,nan,nan,8,2,141
98,nan,nan,nan,8,2,141
99,nan,nan,nan,8,2,141
100,nan,nan,nan,8,2,142
101,nan,nan,nan,8,2,143
102,nan,nan,nan,8,2,144
103,nan,nan,nan,8,2,149
104,nan,nan,nan,8,2,156
105,nan,nan,nan,8,2,158
106,nan,nan,nan,8,2,159
107,nan,nan,nan,8,2,176
108,nan,nan,nan,8,2,177
109,nan,nan,nan,8,2,180
110,nan,nan,nan,8,2,192
111,nan,nan,nan,8,2,194
112,nan,nan,nan,8,2,196
113,nan,nan,nan,8,2,202
114,nan,nan,nan,8,2,204
115,nan,nan,nan,8,2,211
116,nan,nan,nan,8,2,213
117,nan,nan,nan,8,4,5
118,nan,nan,nan,8,4,5
119,nan,nan,nan,8,4,25
120,nan,nan,nan,8,4,26
121,nan,nan,nan,8,4,35
122,nan,nan,nan,8,4,36
123,nan,nan,nan,8,4,38
124,nan,nan,nan,8,4,43
125,nan,nan,nan,8,4,69
126,nan,nan,nan,8,4,70
127,nan,nan,nan,8,4,73
128,nan,nan,nan,8,4,84
129,nan,nan,nan,8,4,85
130,nan,nan,nan,8,4,103
131,nan,nan,nan,8,4,121
132,nan,nan,nan,8,4,122
133,nan,nan,nan,8,4,122
134,nan,nan,nan,8,4,138
135,nan,nan,nan,8,4,161
136,nan,nan,nan,8,4,166
137,nan,nan,nan,8,4,167
138,nan,nan,nan,8,4,172
139,nan,nan,nan,8,4,173
140,nan,nan,nan,8,4,175
141,nan,nan,nan,8,4,178
142,nan,nan,nan,8,4,179
143,nan,nan,nan,8,4,182
144,nan,nan,nan,8,4,185
145,nan,nan,nan,8,4,186
146,nan,nan,nan,8,4,188
147,nan,nan,nan,8,4,195
148,nan,nan,nan,8,4,195
149,-58.8265,-43.0976,-22.0205,8,4,196
150,-36.2141,-62.9298,-44.9896,8,4,198
151,-7.4907,-71.9192,-43.4535,8,4,200
152,69.1727,-20.7563,-39.4636,8,4,207
153,69.0413,-21.6001,-26.9209,8,4,207
154,71.7943,-4.50676,-26.6545,8,4,208
155,72.3272,5.33061,-22.9698,8,4,209
156,69.1992,20.8432,-47.73,8,4,210
157,53.6101,47.8948,-35.0844,8,4,212
158,49.3635,53.7001,-34.4009,8,4,213
159,36.1811,62.9419,-40.7009,8,4,214
160,-8.15461,71.6416,-20.573,8,4,217
161,-32.1306,65.127,-46.8799,8,4,219
162,-32.3786,64.9458,-48.1389,8,4,219
163,-46.9636,54.6228,-31.7461,8,4,220
164,19.1533,-69.4377,29.7532,8,4,234
165,33.8146,-63.2838,42.2265,8,4,235
166,34.695,-62.6407,42.4865,8,4,235
167,32.027,-64.5895,49.0245,8,4,235
168,62.7252,-35.3327,44.5295,8,4,238
169,68.9018,-19.2787,42.7544,8,4,239
170,62.7642,34.5259,33.3959,8,4,243
171,8.31472,71.4582,30.2163,8,4,248
172,-18.2365,69.8632,49.4281,8,4,250
173,-33.1824,63.7456,35.8348,8,4,251
174,-33.3823,63.5995,20.9495,8,4,251
175,nan,nan,nan,8,4,261
176,-36.0757,-62.9804,96.0831,8,4,262
177,-37.3243,61.3332,121.399,8,4,283
178,-63.2589,35.3148,91.3816,8,4,286
179,-71.9845,9.05175,89.732,8,4,288
180,-71.7178,-5.74227,174.428,8,4,289
181,-62.036,-35.5228,175.445,8,4,291
182,27.0744,-68.2072,186.616,8,4,299
183,21.4228,68.5678,171.594,8,4,311
184,-47.0932,53.7504,169.118,8,4,316
185,-46.9734,53.8807,165.862,8,4,316
186,-43.4529,57.7087,158.092,8,4,316
187,63.963,33.7242,232.941,8,4,339
188,-24.7451,67.3883,238.704,8,4,346
189,nan,nan,nan,8,4,346
190,-31.7107,65.4337,241.763,8,4,347
191,-4.52183,-71.2994,302.388,8,4,360
192,18.0553,69.0924,330.848,8,4,375
193,nan,nan,nan,8,4,378
194,-34.1336,63.6639,402.072,8,4,411
195,nan,nan,nan,8,4,426
196,-62.3768,36.2845,466.967,8,4,446
197,-42.8321,-109.638,-437.366,8,6,11
198,-24.7728,-114.188,-441.202,8,6,12
199,nan,nan,nan,8,6,14
200,nan,nan,nan,8,6,15
201,84.6033,80.3925,-470.103,8,6,33
202,nan,nan,nan,8,6,63
203,nan,nan,nan,8,6,93
204,-20.9537,113.824,-369.816,8,6,93
205,nan,nan,nan,8,6,172
206,-45.9079,-106.532,-177.362,8,6,218
207,106.072,47.6103,-172.422,8,6,238
208,58.2898,100.275,-162.349,8,6,243
209,-24.3637,113.211,-163.797,8,6,249
210,-17.8205,115.389,-157.836,8,6,249
211,-31.4606,112.465,-164.152,8,6,250
212,-65.8987,97.5315,-166.309,8,6,253
213,-77.1743,88.8772,-167.603,8,6,254
214,-114.888,-10.1939,-110.326,8,6,261
215,-114.893,-17.7427,-112.278,8,6,262
216,-60.0156,-98.9996,-93.7675,8,6,269
217,-16.8249,-114.021,-91.8656,8,6,272
218,-9.88684,-115.77,-92.6656,8,6,273
219,70.5388,-91.996,-115.556,8,6,279
220,91.2258,-71.1963,-112.413,8,6,281
221,110.077,-37.0751,-117.783,8,6,284
222,110.809,33.8011,-105.566,8,6,289
223,-10.6349,114.798,-122.2,8,6,300
224,-12.9351,116.493,-122.241,8,6,301
225,-47.5926,105.497,-95.7227,8,6,303
226,-48.0174,105.229,-97.8606,8,6,303
227,-97.9426,-62.0328,-21.689,8,6,317
228,111.117,-33.7831,-48.916,8,6,336
229,109.638,-42.8321,-28.7281,8,6,336
230,115.882,-5.06463,-28.3457,8,6,338
231,116.173,6.35387,-22.8429,8,6,339
232,82.9257,81.6556,-40.4281,8,6,345
233,60.6242,99.278,-49.2955,8,6,347
234,-10.9188,115.246,-18.5723,8,6,352
235,-18.0544,115.311,-18.7992,8,6,353
236,-74.4169,88.6803,-36.4657,8,6,357
237,-80.3767,84.6242,-36.6645,8,6,358
238,-104.362,-49.3917,19.2306,8,6,368
239,24.2559,-112.725,40.4402,8,6,379
240,31.3229,-111.982,40.8392,8,6,380
241,100.103,58.5974,-0.971874,8,6,395
242,18.1737,113.965,-0.971874,8,6,402
243,-49.6983,104.169,-0.971874,8,6,407
244,-50.0329,103.957,24.4393,8,6,407
245,-56.6981,101.651,-0.971874,8,6,408
246,-69.0164,-93.0592,69.0281,8,6,424
247,-63.7989,-97.9217,119.229,8,6,425
248,51.0729,-103.887,108.303,8,6,433
249,48.0028,-105.824,107.388,8,6,433
250,57.769,-101.417,109.227,8,6,434
251,59.1455,-100.295,97.6177,8,6,434
252,99.6574,-59.736,100.348,8,6,438
253,111.468,-31.6377,97.3325,8,6,440
254,114.183,-24.9081,98.2666,8,6,441
255,-23.0428,113.651,108.616,8,6,457
256,-96.2015,67.8255,117.347,8,6,464
257,-114.414,19.3057,116.315,8,6,467
258,-60.2561,-98.8968,139.028,8,6,477
259,35.1318,110.897,260.163,8,6,557
260,-62.808,97.3109,237.532,8,6,564
261,-69.2145,94.086,239.717,8,6,565
262,-81.053,83.726,259.303,8,6,566
263,-77.1743,88.8772,255.041,8,6,566
264,-115.534,-7.01024,299.601,8,6,573
265,-98.8447,-60.142,305.707,8,6,577
266,50.6207,-103.587,319.915,8,6,589
267,57.3008,-101.16,322.611,8,6,590
268,104.311,50.4009,368.931,8,6,654
269,104.764,53.6621,373.216,8,6,655
270,-47.1337,106.372,385.373,8,6,667
271,-5.08018,-115.387,465.771,8,6,689
272,-23.7607,112.89,472.094,8,6,717
273,-35.1985,110.148,441.851,8,6,718
274,52.3892,-163.907,-368.047,8,8,102
275,nan,nan,nan,8,8,180
276,nan,nan,nan,8,8,249
277,158.612,68.4047,-243.284,8,8,279
278,81.8896,151.336,-231.25,8,8,287
279,-41.0496,166.78,-231.303,8,8,296
280,-113.668,128.819,-237.732,8,8,302
281,-171.112,-20.321,-170.978,8,8,314
282,103.474,-137.708,-175.112,8,8,340
283,134.507,-107.154,-173.34,8,8,343
284,161.331,-59.8666,-179.521,8,8,347
285,165.177,48.5305,-163.182,8,8,355
286,-17.5736,170.859,-186.727,8,8,372
287,-24.6368,170.949,-187.549,8,8,373
288,-91.0451,-145.5,-108.946,8,8,403
289,-16.3723,-171.345,-108.294,8,8,409
290,164.902,-48.2492,-96.9959,8,8,426
291,90.9982,145.521,-98.6611,8,8,442
292,-68.9572,157.019,-113.347,8,8,454
293,-69.601,156.631,-116.518,8,8,454
294,-143.331,-96.1412,-19.5248,8,8,476
295,161.567,-58.8251,-31.0283,8,8,503
296,171.994,-5.77633,-30.5022,8,8,507
297,171.99,7.59592,-20.7805,8,8,508
298,123.758,119.69,-48.2893,8,8,517
299,-114.688,128.385,-42.6417,8,8,536
300,-154.302,-74.9409,23.1709,8,8,552
301,-17.8729,170.284,19.0067,8,8,606
302,-24.9141,170.345,19.397,8,8,607
303,-79.2452,152.488,31.2944,8,8,611
304,41.3283,-167.202,90.0567,8,8,647
305,82.7027,-150.612,121.291,8,8,650
306,89.3137,-147.917,122.19,8,8,651
307,165.835,-45.2262,122.085,8,8,660
308,149.731,85.4106,99.6844,8,8,670
309,nan,nan,nan,8,8,681
310,-78.9833,153.286,105.457,8,8,689
311,-100.609,-138.722,187.708,8,8,714
312,nan,nan,nan,8,8,715
313,69.2345,-156.852,171.41,8,8,727
314,80.4029,-151.655,173.548,8,8,728
315,148.366,-86.8009,162.151,8,8,735
316,-39.1472,167.544,174.184,8,8,764
317,-148.6,86.2223,185.037,8,8,774
318,-167.766,42.6956,184.591,8,8,778
319,-170.55,23.444,185.43,8,8,779
320,-90.971,-146.076,233.061,8,8,793
321,-94.3886,142.959,330.74,8,8,924
322,-100.657,139.82,332.491,8,8,925
323,53.7059,163.54,401.243,8,8,991
324,-101.035,140.142,368.335,8,8,1003
325,-115.767,127.119,397.821,8,8,1004
326,-115.477,127.46,390.029,8,8,1004
327,-171.301,-8.61285,442.274,8,8,1015
328,-147.361,-87.6389,449.824,8,8,1021
329,79.9846,-151.956,473,8,8,1040
330,26.6712,-261.134,-1045,13,2,11
331,175.131,192.728,-1048.93,13,2,26
332,-61.62,-250.84,-924.484,13,2,49
333,-58.9052,254.458,-848.643,13,2,112
334,-54.2558,254.858,-802.198,13,2,112
335,-53.7315,251.925,-745.496,13,2,152
336,84.186,-249.311,-519.201,13,2,212
337,-99.3121,-242.053,-400.409,13,2,248
338,240.743,103.511,-386.873,13,2,263
339,147.517,-209.244,-284.4,13,2,295
340,251.181,-78.4321,-290.4,13,2,298
341,237.998,102.256,-332.671,13,2,303
342,153.418,204.957,-314.4,13,2,307
343,-26.354,258.138,-302.142,13,2,311
344,-61.2292,251.282,-314.685,13,2,312
345,-169.321,195.669,-322.633,13,2,315
346,-261.063,-25.6743,-226.565,13,2,321
347,-154.985,-207.515,-186.2,13,2,327
348,-24.5242,-259.762,-184.402,13,2,330
349,180.715,-185.54,-231.8,13,2,336
350,253.682,67.9482,-215.151,13,2,342
351,-104.255,240.559,-193.087,13,2,353
352,-123.297,235.845,-198.197,13,2,353
353,260.354,-38.1833,-113.203,13,2,379
354,191.927,175.332,-95.4622,13,2,385
355,175.629,187.624,-94,13,2,386
356,153.418,204.957,-118,13,2,387
357,-147.517,209.244,-86.8,13,2,395
358,-239.39,-108.976,12.1911,13,2,403
359,-227.45,-126.02,11.7999,13,2,404
360,-221.549,-139.985,0.938194,13,2,404
361,244.284,-95.613,-16.7421,13,2,418
362,262.204,-14.0227,-15.9426,13,2,420
363,260.511,17.9647,-1.10569,13,2,421
364,-27.2283,261.174,5.77662,13,2,431
365,-110.767,238.947,23.2905,13,2,433
366,-127.641,226.765,23.5101,13,2,434
367,61.3407,-251.272,111.006,13,2,452
368,222.093,131.076,124.781,13,2,464
369,27.2991,256.071,116.009,13,2,470
370,133.229,-224.404,210.753,13,2,494
371,224.155,-135.221,218.818,13,2,497
372,253.656,-62.5691,212.024,13,2,499
373,-109.521,239.255,188.427,13,2,513
374,-127.026,227.025,186.334,13,2,514
375,-135.087,-220.389,316.494,13,2,527
376,-116.764,-235.816,308.4,13,2,527
377,122.149,-233.073,285.595,13,2,533
378,128.451,-223.203,287.011,13,2,534
379,-58.3071,251.533,288.047,13,2,552
380,-221.556,133.701,307.943,13,2,557
381,-254.046,53.7233,307.867,13,2,559
382,-255.204,31.025,303.6,13,2,560
383,-141.56,217.664,525.2,13,2,634
384,-260.528,-18.2014,638.786,13,2,641
385,90.818,247.175,634.778,13,2,668
386,38.8786,263.273,627.001,13,2,669
387,-175.011,195.621,627.754,13,2,675
388,nan,nan,nan,13,2,675
389,-220.404,-135.075,718.496,13,2,684
390,127.612,-223.557,730.692,13,2,694
391,238.851,111.153,828.459,13,2,743
392,226.269,128.814,818.669,13,2,744
393,-101.167,238.267,901.226,13,2,793
394,-89.9154,241.053,949.185,13,2,793
395,-71.517,253.376,1017.67,13,2,832
396,-90.6679,243.923,1006.68,13,2,833
397,-84.474,355.955,-1055.81,13,4,44
398,102.086,-344.116,-717.886,13,4,185
399,-136.811,-331.44,-521.812,13,4,291
400,330.066,141.815,-502.892,13,4,312
401,-237.54,268.193,-489.233,13,4,329
402,187.769,-305.628,-386.2,13,4,356
403,338.21,-131.331,-393.867,13,4,361
404,175.425,315.963,-424.733,13,4,374
405,-52.7037,356.536,-407.211,13,4,380
406,-76.2899,350.493,-427,13,4,381
407,nan,nan,nan,13,4,385
408,-358.976,-31.1392,-322.478,13,4,393
409,-353.588,-51.6757,-319.62,13,4,394
410,186.033,-303.181,-333.6,13,4,412
411,287.108,-212.92,-326.406,13,4,415
412,341.375,122.97,-306,13,4,423
413,-144.268,329.459,-282,13,4,438
414,-201.465,-302.272,-216.2,13,4,457
415,-181.445,-311.339,-213.679,13,4,458
416,-50.7425,-359.625,-215,13,4,461
417,-28.9819,-359.11,-211.752,13,4,462
418,357.358,-78.3307,-187.399,13,4,474
419,202.444,301.328,-194.6,13,4,485
420,183.105,310.065,-192.2,13,4,486
421,-143.961,332.591,-224.408,13,4,494
422,-145.339,332.25,-233,13,4,494
423,264.636,242.977,-109.6,13,4,539
424,-239.228,267.088,-97.6,13,4,553
425,-319.141,-167.449,18.7047,13,4,565
426,-298.053,-202.79,3.48611,13,4,566
427,336.047,-134.916,-20.8794,13,4,585
428,361.998,-15.1673,-19.7523,13,4,588
429,360.76,18.4474,-0.599997,13,4,589
430,-53.4836,356.522,10.0864,13,4,604
431,-195.848,305.453,86.7982,13,4,663
432,93.6388,-348.216,188.937,13,4,689
433,315.688,176.769,209.154,13,4,705
434,83.3386,348.885,197,13,4,713
435,-169.501,318.381,220.185,13,4,719
436,176.059,-312.787,306.873,13,4,747
437,310.856,-177.204,314.617,13,4,752
438,334.477,-121.047,307.2,13,4,754
439,-226.461,-278.175,424.6,13,4,793
440,144.583,-332.437,391.989,13,4,802
441,197.302,-308.078,394.599,13,4,803
442,-72.1677,356.18,396.816,13,4,828
443,-89.4727,348.763,393.948,13,4,829
444,-313.836,178.194,420.652,13,4,836
445,-357.286,57.8403,419.111,13,4,839
446,-179.714,-308.929,494.064,13,4,850
447,-204.605,293.815,730,13,4,1000
448,-243.648,267.742,835.941,13,4,1057
449,-360.18,-43.9254,920.4,13,4,1065
450,-310.62,-181.906,940.016,13,4,1069
451,121.047,334.477,903.6,13,4,1104
452,-242.378,265.028,901.509,13,4,1113
453,171.871,-317.502,1037.65,13,4,1139
454,152.361,-476.813,-1010.28,13,6,24
455,-192.95,-460.118,-726.265,13,6,249
456,457.3,190.736,-696.4,13,6,279
457,238.278,440.224,-610.744,13,6,365
458,-120.325,486.899,-614.636,13,6,374
459,-331.487,376.071,-628.667,13,6,380
460,299.658,-398.421,-502.708,13,6,418
461,390.721,-311.124,-495.413,13,6,421
462,477.84,-155.915,-513.2,13,6,425
463,-50.9668,497.639,-535.425,13,6,450
464,-71.1277,492.143,-532.049,13,6,451
465,-497.841,-60.3793,-424.754,13,6,470
466,481.551,140.646,-415,13,6,511
467,-264.593,-422.92,-306.79,13,6,559
468,-47.2907,-495.199,-303.196,13,6,565
469,-200.643,457.254,-319.407,13,6,610
470,-203.383,456.547,-330,13,6,610
471,-220.74,445.182,-327.204,13,6,611
472,480.967,-141.115,-217.4,13,6,660
473,360.327,349.32,-181.81,13,6,673
474,266.361,425.313,-225.186,13,6,676
475,477.839,-155.916,-78.3995,13,6,737
476,498.724,-16.8131,-77.3737,13,6,741
477,nan,nan,nan,13,6,751
478,-332.21,372.067,-111.751,13,6,770
479,-415.656,-278.883,7.29788,13,6,788
480,496.556,-43.7505,-25.8,13,6,819
481,501.311,22.1663,2.69933,13,6,820
482,-72.4335,495.095,16.4848,13,6,841
483,-449.119,-217.849,80.8,13,6,864
484,-232.932,440.961,103.147,13,6,923
485,120.983,-486.839,224.51,13,6,959
486,432.498,247.248,302.4,13,6,1060
487,73.754,494.042,287.143,13,6,1071
488,-227.952,442.685,318.918,13,6,1079
489,242.064,-440.938,421,13,6,1118
490,258.215,-428.176,418.371,13,6,1119
491,432.546,-252.962,432.943,13,6,1125
492,485.249,-131.826,422.338,13,6,1128
493,201.863,-456.939,515.6,13,6,1195
494,234.555,-440.399,520.065,13,6,1196
495,-113.812,484.519,461.6,13,6,1232
496,-298.13,-404.12,617.469,13,6,1260
497,-265.438,-426.112,644.165,13,6,1261
498,-276.349,-416.66,613.385,13,6,1261
499,-433.636,251.597,610.769,13,6,1320
500,-495.797,67.8216,605.65,13,6,1325
501,-246.07,433.511,1039,13,6,1626
502,-291.915,405.965,1033,13,6,1627
503,-243.594,-610.763,-942.418,13,8,122
504,605.066,261.954,-908.4,13,8,160
505,317.3,579.533,-808.47,13,8,273
506,-137.47,643.83,-812.6,13,8,285
507,nan,nan,nan,13,8,293
508,619.561,-221.687,-694.574,13,8,352
509,-81.2894,653.519,-723.08,13,8,385
510,-657.297,-37.0852,-612.6,13,8,410
511,-653.715,-90.5985,-610.2,13,8,411
512,nan,nan,nan,13,8,444
513,405.552,-520.698,-631.156,13,8,445
514,525.405,-401.07,-620.126,13,8,449
515,622.424,-222.621,-643.684,13,8,454
516,632.712,185.291,-529,13,8,566
517,-330.004,-577.912,-405.399,13,8,629
518,-77.0786,-657.666,-402.401,13,8,636
519,-274.695,601.466,-421.952,13,8,696
520,-278.15,600.468,-434.774,13,8,696
521,631.985,-183.233,-302.822,13,8,761
522,346.89,559.668,-312.69,13,8,782
523,473.813,462.014,-203.299,13,8,880
524,-444.027,489.939,-182.261,13,8,905
525,602.369,-263.27,-85.2245,13,8,963
526,658.417,-19.0266,-83.6715,13,8,969
527,-442.017,487.714,-129.056,13,8,1007
528,-552.467,-363.154,11.4948,13,8,1030
529,661.875,26.1184,5.60509,13,8,1072
530,-83.2808,656.54,23.9331,13,8,1099
531,-589.615,-293.055,92.6944,13,8,1130
532,nan,nan,nan,13,8,1207
533,159.831,-638.687,315.396,13,8,1356
534,84.5384,652.496,329.503,13,8,1401
535,573.721,328.595,404.305,13,8,1488
536,-304.994,585.629,426.071,13,8,1513
537,320.37,-576.993,541.031,13,8,1564
538,336.501,-564.214,538.293,13,8,1565
539,639.254,-151.326,461.6,13,8,1578
540,321.622,-579.695,594.489,13,8,1666
541,338.204,-566.712,591.837,13,8,1667
542,570.576,-333.632,611.2,13,8,1675
543,640.028,-172.725,597.348,13,8,1679
544,642.275,-151.73,594.676,13,8,1680
545,274.298,-598.493,702.316,13,8,1767
546,312.828,-579.684,709.515,13,8,1768
547,-132.076,646.902,712.227,13,8,1814
548,-184.428,636.309,708.397,13,8,1815
549,-380.425,-541.619,818.744,13,8,1852
550,nan,nan,nan,13,8,1930
551,-653.815,101.013,806.903,13,8,1936
552,-345.665,-560.71,905.603,13,8,1955
553,395.841,719.034,-1007.41,17,2,81
554,-194.734,798.548,-1011.43,17,2,95
555,-534.51,624.058,-1031.94,17,2,104
556,393.64,716.979,-947.418,17,2,201
557,-104.335,811.45,-912.943,17,2,213
558,496.281,-653.847,-811.139,17,2,283
559,650.148,-501.629,-798.85,17,2,288
560,772.837,-277.114,-829.06,17,2,294
561,-811.464,-105.09,-727.13,17,2,363
562,648.088,-499.495,-739.939,17,2,408
563,784.435,235.054,-696.775,17,2,426
564,-350.725,742.367,-592.407,17,2,579
565,-429.015,-696.75,-502.859,17,2,620
566,-98.5199,-813.897,-499.206,17,2,628
567,-349.577,739.616,-518.556,17,2,699
568,-350.043,739.474,-534.117,17,2,699
569,787.795,-233.053,-392.844,17,2,775
570,431.175,698.809,-402.592,17,2,800
571,592.841,569.861,-221.065,17,2,1035
572,-513.175,637.341,-200.6,17,2,1064
573,-556.456,602.194,-200.6,17,2,1065
574,736.925,-355.094,-92.3617,17,2,1132
575,818.14,-21.8737,-91.9123,17,2,1140
576,nan,nan,nan,17,2,1211
577,-681.376,-456.332,15.9119,17,2,1212
578,822.344,30.5469,9.33394,17,2,1261
579,-736.969,-358.285,98.5676,17,2,1329
580,-106.367,811.489,87.9939,17,2,1413
581,-386.482,723.941,196.346,17,2,1540
582,195.255,-798.503,406.818,17,2,1715
583,108.655,814.06,426.064,17,2,1768
584,718.26,393.46,511.123,17,2,1870
585,-361.124,736.107,533.763,17,2,1899
586,392.495,-718.609,719.186,17,2,2080
587,422.872,-699.911,716.506,17,2,2081
588,701.681,-423.157,736.772,17,2,2090
589,793.853,-196.079,715.806,17,2,2096
590,346.918,-743.524,837.971,17,2,2199
591,392.53,-721.751,846.471,17,2,2200
592,-185.614,799.331,847.975,17,2,2255
593,-809.062,115.276,951.379,17,2,2398
594,-465.917,-676.445,1025.13,17,2,2419
595,-704.281,424.675,1019.75,17,2,2510
596,-812.533,113.948,1009.84,17,2,2518
597,611.949,-818.194,-1011.19,17,4,54
598,959.764,-350.35,-1033.77,17,4,68
599,-1013.57,-115.896,-921.6,17,4,155
600,-1007.8,-136.475,-921.6,17,4,156
601,796.186,-637.001,-937.294,17,4,212
602,812.483,-612.802,-934.532,17,4,213
603,973.962,304.447,-829.226,17,4,388
604,-430.501,923.423,-710.391,17,4,581
605,-539.486,-867.753,-612.821,17,4,633
606,-108.584,-1015.22,-607.899,17,4,644
607,-426.4,927.71,-634.405,17,4,733
608,538.905,864.345,-501,17,4,861
609,976.775,-303.621,-428.137,17,4,981
610,982.032,-277.503,-426.95,17,4,982
611,730.97,710.744,-303.6,17,4,1159
612,-678.857,763.94,-215.822,17,4,1348
613,901.278,-472.082,-97.6,17,4,1433
614,1017.67,-24.578,-96.6593,17,4,1444
615,-862.431,-550.396,21.7895,17,4,1534
616,-848.176,-566.433,21.4995,17,4,1535
617,1018.91,56.2068,12.3276,17,4,1598
618,-908.143,-458.514,116.863,17,4,1684
619,-142.827,1007.84,97.2499,17,4,1790
620,-467.512,908.238,209.588,17,4,1950
621,238.271,-991.616,509.723,17,4,2324
622,141.982,1009.33,533.319,17,4,2391
623,888.172,504.566,620.416,17,4,2521
624,-463.308,906.525,708.933,17,4,2710
625,504.619,-884.974,908.946,17,4,2939
626,871.562,-530.476,934.737,17,4,2951
627,879.633,-510.661,932.4,17,4,2952
628,984.909,-263.743,914.513,17,4,2958
629,989.345,-236.999,911.764,17,4,2959
630,426.381,-927.716,1046.14,17,4,3089